  name World2
  file world2_transparencia.bmp
  screen_orig_x 736
  screen_orig_y 384
  tiles_orig_size_x 8 
  tiles_orig_size_y 8 
  screen_tiles_x 501 
  screen_tiles_y 501 
  tiles_new_size_x  32 
  tiles_new_size_y  32 
  num_scroll_planes_back 0 
  num_scroll_planes_front 0
  map
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 2 1, 3 1, 4 1, 5 1, 6 1, 7 1, 8 1, 9 1, 10 1, 11 1, 12 1, 13 1, 14 1, 15 1, 16 1, 17 1, 18 1, 3 1, 4 1, 5 1, 6 1, 7 1, 8 1, 9 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 10 1, 11 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 23 1, 24 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 136 0, 124 0, 2 0, 63 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 40 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 116 0, 137 0, 25 0, 67 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 72 0, 73 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 51 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 40 0, 71 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 76 0, 77 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 58 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 51 0, 75 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 72 0, 73 0, 138 0, 139 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 80 0, 81 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 60 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 58 0, 79 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 83 1, 84 1, 85 1, 140 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 88 1, 1 0, 1 0, 72 0, 73 0, 1 0, 1 0, 62 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 60 0, 82 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 72 0, 73 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 72 0, 73 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 1 0, 1 0, 1 0, 76 0, 77 0, 1 0, 1 0, 66 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 62 0, 141 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 76 0, 77 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 76 0, 77 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 76 0, 77 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 80 0, 81 0, 1 0, 83 1, 89 1
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 66 0, 142 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 80 0, 81 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 80 0, 81 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 143 0, 144 0, 80 0, 81 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 83 1, 145 1, 146 1, 147 1, 148 1, 130 0
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 62 0, 89 0, 149 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 150 1, 151 1, 152 1, 153 1, 154 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 84 1, 85 1, 86 1, 87 1, 155 1, 85 1, 86 1, 87 1, 88 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 156 1, 17 0, 18 0, 157 0, 158 0
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 66 0, 59 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 37 1, 38 0, 39 0, 159 0, 160 0, 3 0, 4 0, 161 1, 10 1, 11 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 20 1, 21 1, 22 1, 19 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 37 1, 38 0, 39 0, 159 0, 160 0
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 62 0, 89 0, 61 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 48 1, 49 0, 50 0, 162 0, 163 0, 26 0, 27 0, 28 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 48 1, 49 0, 50 0, 162 0, 163 0
1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 66 0, 89 0, 63 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 55 1, 164 0, 89 0, 165 0, 166 0, 41 0, 42 0, 43 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 167 1, 168 0, 57 0, 89 0, 166 0
1 0, 1 0, 1 0, 169 0, 1 0, 62 0, 103 0, 170 0, 67 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 171 1, 11 1, 10 1, 11 1, 172 1, 173 0, 174 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 83 1, 89 0, 17 0, 18 0
1 0, 1 0, 1 0, 175 0, 176 0, 66 0, 105 0, 104 0, 71 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 177 1, 178 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 179 0, 180 0, 181 0, 182 0, 1 0, 1 0, 1 0, 37 1, 38 0, 39 0
1 0, 1 0, 1 0, 1 0, 83 0, 111 0, 106 0, 107 0, 75 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 1 0, 72 0, 73 0, 1 0, 1 0, 1 0, 64 0, 65 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 183 0, 184 0, 185 0, 186 0, 1 0, 1 0, 1 0, 48 1, 49 0, 50 0
1 0, 1 0, 1 0, 1 0, 1 0, 25 0, 108 0, 109 0, 79 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 76 0, 77 0, 1 0, 1 0, 1 0, 68 0, 69 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 187 0, 188 0, 189 0, 190 0, 1 0, 1 0, 1 0, 55 1, 56 1, 57 1
1 0, 1 0, 1 0, 1 0, 1 0, 40 0, 112 0, 113 0, 82 1, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 72 0, 73 0, 64 0, 65 0, 1 0, 80 0, 81 0, 1 0, 1 0, 1 0, 72 0, 73 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 191 0, 192 0, 193 0, 194 0, 1 0, 1 0, 1 0, 1 0, 1 0, 2 1
1 0, 1 0, 1 0, 1 0, 1 0, 51 0, 119 0, 120 0, 141 1, 76 0, 77 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 76 0, 77 0, 68 0, 69 0, 1 0, 76 0, 77 0, 76 0, 77 0, 1 0, 76 0, 77 0, 1 0, 76 0, 77 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 195 0, 196 0, 197 0, 198 0, 1 0, 76 0, 77 0, 1 0, 1 0, 25 1
1 0, 1 0, 1 0, 1 0, 1 0, 58 0, 122 0, 123 0, 142 1, 80 0, 81 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 199 0, 139 0, 80 0, 81 0, 72 0, 73 0, 1 0, 80 0, 81 0, 80 0, 81 0, 1 0, 80 0, 81 0, 1 0, 80 0, 81 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 1 0, 200 0, 201 0, 202 0, 203 0, 1 0, 80 0, 81 0, 1 0, 1 0, 40 1
1 0, 1 0, 1 0, 1 0, 1 0, 60 0, 125 0, 126 0, 204 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 206 1, 207 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 146 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 146 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 147 1, 148 1, 145 1, 205 1, 208 1, 208 1, 208 1, 205 1, 209 1, 210 1, 211 1, 212 1, 147 1, 148 1, 145 1, 205 1, 147 1, 213 1
