1 1, 2 1, 3 1, 4 1, 5 1, 6 1, 7 1, 8 1, 9 1, 10 1, 11 1, 12 1, 13 1, 14 1, 7 1, 8 1, 3 1, 4 1, 5 1, 6 1, 7 1, 8 1, 9 1, 10 1, 11 1, 12 1, 13 1, 14 1, 3 1, 4 1, 5 1, 6 1, 15 1, 16 1, 17 1, 18 1, 19 1, 20 1, 21 1, 22 1, 23 1, 24 1, 25 1, 26 1, 27 1, 20 1, 21 1, 22 1, 23 1, 24 1, 28 1, 20 1, 21 1, 22 1, 23 1, 24 1, 25 1, 26 1, 15 1, 16 1, 17 1, 18 1, 19 1, 20 1, 15 1, 16 1, 17 1, 18 1, 19 1, 20 1, 21 1, 22 1, 23 1, 24 1, 25 1, 26 1, 27 1, 20 1, 21 1, 22 1, 23 1, 24 1, 28 1, 20 1, 21 1, 22 1, 23 1, 24 1, 25 1, 26 1, 15 1, 16 1, 17 1, 18 1, 19 1, 20 1, 1 1, 2 1, 3 1, 4 1, 5 1, 6 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 30 1
29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 314 1, 315 0, 316 0, 317 1, 318 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 319 1, 320 1, 321 1, 322 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0
29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 323 1, 324 1, 325 0, 326 0, 327 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0
328 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 329 1, 330 0, 331 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 332 0, 333 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0
334 1, 332 1, 335 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 336 1, 337 0, 338 1, 339 0, 340 0, 341 0, 338 0, 339 0, 342 0, 343 0, 338 0, 339 0, 338 0, 339 0, 342 0, 343 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 338 0, 339 0, 342 0, 343 0, 344 0, 345 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0
346 1, 347 1, 348 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 263 1, 349 1, 240 0, 241 1, 272 1, 273 1, 244 1, 243 1, 244 1, 244 1, 243 1, 244 1, 232 1, 233 1, 234 1, 235 1, 350 1, 351 1, 352 1, 353 1, 354 1, 355 1, 356 1, 357 1, 358 1, 359 1, 360 1, 351 1, 361 1, 351 1, 362 1, 363 1, 364 1, 365 1, 350 1, 351 1, 366 1, 357 1, 358 1, 359 1, 360 1, 351 1, 361 1, 351 1, 362 1, 363 1, 364 1, 365 1, 350 1, 351 1, 352 1, 353 1, 354 1, 355 1, 356 1, 357 1, 358 1, 359 1, 360 1, 351 1, 361 1, 351 1, 362 1, 363 1, 364 1, 365 1, 350 1, 351 1, 366 1, 357 1, 358 1, 359 1, 360 1, 351 1, 361 1, 351 1, 362 1, 363 1, 364 1, 365 1, 232 1, 233 1, 234 1, 235 1, 367 1, 368 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 55 1
369 1, 370 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 259 1, 260 1, 261 1, 262 0, 371 1, 286 1, 244 1, 244 1, 245 0, 246 0, 247 1, 248 1, 255 1, 256 1, 257 1, 258 1, 372 1, 29 0, 29 0, 373 1, 374 1, 375 1, 376 1, 377 1, 378 1, 379 1, 380 1, 29 0, 29 0, 29 0, 381 1, 382 1, 383 1, 384 1, 372 1, 29 0, 29 0, 377 1, 378 1, 379 1, 380 1, 29 0, 29 0, 29 0, 381 1, 382 1, 383 1, 384 1, 372 1, 29 0, 29 0, 373 1, 374 1, 375 1, 376 1, 377 1, 378 1, 379 1, 380 1, 29 0, 29 0, 29 0, 381 1, 382 1, 383 1, 384 1, 372 1, 29 0, 29 0, 377 1, 378 1, 379 1, 380 1, 29 0, 29 0, 29 0, 381 1, 382 1, 383 1, 384 1, 255 1, 256 1, 257 1, 258 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 56 1
385 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 278 1, 279 1, 29 0, 29 0, 263 1, 239 1, 240 1, 264 1, 265 1, 266 1, 267 1, 268 1, 29 0, 29 0, 276 1, 277 1, 386 1, 29 0, 29 0, 387 1, 388 1, 29 0, 29 0, 389 1, 390 1, 391 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 392 1, 386 1, 29 0, 29 0, 389 1, 390 1, 391 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 392 1, 386 1, 29 0, 29 0, 387 1, 388 1, 29 0, 29 0, 389 1, 390 1, 391 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 392 1, 386 1, 29 0, 29 0, 389 1, 390 1, 391 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 392 1, 29 0, 29 0, 276 1, 277 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 30 1
393 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 259 1, 260 1, 261 1, 262 1, 280 1, 281 1, 282 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 46 1
394 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 278 1, 279 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 50 1
395 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 52 1
328 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 396 1, 397 1, 398 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 53 1
334 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 399 1, 400 1, 401 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 54 1
104 1, 29 0, 29 0, 335 1, 29 0, 29 0, 29 0, 402 1, 403 1, 404 1, 405 1, 406 1, 407 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 408 1, 409 1, 410 1, 29 0, 55 1
129 1, 29 0, 29 0, 332 1, 335 1, 29 0, 29 0, 411 1, 412 1, 413 1, 414 0, 415 0, 416 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 417 1, 418 0, 419 1, 29 0, 56 1
157 1, 29 0, 29 0, 344 1, 345 1, 29 0, 29 0, 420 1, 421 1, 422 1, 423 0, 424 0, 425 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 426 1, 427 0, 428 1, 29 0, 429 1
78 1, 75 1, 76 1, 96 1, 430 1, 75 1, 76 1, 96 1, 94 1, 431 1, 92 1, 432 1, 99 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 69 1, 433 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 186 1, 78 1, 75 1, 76 1, 434 1, 99 1, 29 0, 29 0, 29 0, 29 0, 29 0, 29 0, 435 1, 436 1, 437 1, 29 0, 438 1
194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 194 0, 78 1, 439 1, 439 1, 77 1, 78 1, 75 1, 76 1, 77 1, 78 1, 75 1, 76 1, 77 1, 78 1, 75 1, 76 1, 77 1, 78 1, 75 1, 76 1, 77 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 440 1, 441 1, 442 1, 443 1, 78 1, 75 1, 76 1, 77 1, 444 1, 95 1, 76 1, 77 1, 78 1, 75 1, 445 1, 77 1, 78 1, 75 1, 76 1, 93 1, 194 1, 194 1, 194 1, 200 1, 446 1, 447 0, 447 0, 447 0, 447 0, 447 0, 447 0, 447 0, 447 0, 447 0, 448 1, 449 1
